MUD histograms for run 5808 from M15 in 2020
file /data/M15/2020/005808.msr
Bins 1 through 10000000
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 1, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
137, 0, 0, 0, 
702, 404, 7, 62, 
8, 197, 248, 218, 
4, 2, 8, 6, 
0, 3, 1, 0, 
2, 2, 1, 0, 
16, 7, 0, 0, 
22, 6, 2, 1, 
19, 7, 5, 2, 
9, 9, 3, 5, 
16, 10, 4, 5, 
12, 9, 1, 3, 
19, 7, 3, 2, 
12, 4, 4, 1, 
12, 6, 3, 2, 
13, 9, 7, 2, 
15, 5, 4, 3, 
12, 5, 0, 5, 
11, 7, 2, 2, 
8, 11, 2, 2, 
14, 8, 2, 1, 
9, 4, 4, 3, 
12, 10, 1, 3, 
6, 5, 1, 1, 
13, 5, 2, 3, 
7, 13, 2, 4, 
16, 9, 3, 1, 
13, 8, 3, 1, 
9, 10, 3, 2, 
15, 12, 0, 3, 
10, 9, 0, 2, 
10, 11, 1, 6, 
7, 3, 4, 6, 
9, 8, 6, 1, 
13, 11, 1, 1, 
11, 9, 2, 2, 
13, 10, 1, 4, 
12, 6, 3, 0, 
10, 8, 3, 3, 
19, 7, 9, 1, 
14, 11, 6, 3, 
9, 9, 1, 1, 
11, 13, 4, 3, 
14, 6, 2, 1, 
14, 11, 2, 1, 
10, 6, 3, 4, 
13, 4, 4, 2, 
11, 7, 3, 2, 
8, 13, 3, 2, 
13, 9, 3, 5, 
4, 13, 5, 2, 
10, 7, 3, 3, 
