MUD histograms for run 5155 from M15 in 2021
file /data/M15/2021/005155.msr
Bins 1 through 10000000
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
2, 0, 0, 0, 
2142, 8, 0, 0, 
711, 3098, 35, 433, 
24, 300, 930, 719, 
21, 17, 7, 15, 
22, 15, 3, 2, 
34, 25, 3, 3, 
32, 30, 4, 6, 
39, 41, 12, 6, 
41, 36, 15, 16, 
28, 18, 11, 8, 
32, 33, 5, 8, 
33, 29, 12, 8, 
39, 35, 10, 9, 
45, 29, 12, 3, 
38, 24, 6, 10, 
40, 38, 12, 10, 
41, 30, 10, 15, 
24, 24, 15, 6, 
42, 29, 13, 10, 
26, 29, 7, 5, 
35, 31, 5, 9, 
35, 22, 10, 6, 
37, 37, 12, 9, 
32, 27, 11, 16, 
29, 32, 13, 8, 
37, 38, 10, 9, 
30, 28, 8, 11, 
30, 29, 17, 12, 
30, 38, 8, 9, 
33, 22, 10, 15, 
31, 28, 9, 13, 
27, 28, 10, 12, 
40, 26, 8, 11, 
31, 25, 6, 9, 
38, 39, 7, 12, 
38, 37, 8, 7, 
23, 29, 1, 6, 
28, 24, 13, 9, 
34, 23, 11, 10, 
28, 37, 9, 11, 
39, 20, 11, 15, 
34, 40, 9, 6, 
29, 23, 6, 10, 
31, 21, 14, 9, 
42, 28, 10, 12, 
29, 32, 14, 11, 
36, 27, 10, 10, 
31, 29, 12, 5, 
36, 24, 13, 11, 
32, 28, 5, 12, 
28, 22, 5, 11, 
32, 38, 13, 8, 
