MUD histograms for run 5819 from M15 in 2020
file /data/M15/2020/005819.msr
Bins 1 through 1000000000000
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
467, 0, 0, 0, 
359, 261, 2, 102, 
6, 247, 259, 251, 
2, 2, 31, 5, 
3, 1, 0, 1, 
6, 2, 1, 0, 
17, 5, 0, 0, 
17, 10, 1, 2, 
11, 12, 7, 0, 
14, 14, 6, 4, 
7, 6, 3, 1, 
10, 8, 2, 1, 
16, 8, 6, 2, 
15, 9, 1, 1, 
11, 5, 1, 1, 
9, 9, 1, 3, 
12, 6, 1, 2, 
10, 12, 3, 1, 
6, 2, 3, 4, 
10, 10, 5, 1, 
7, 8, 5, 1, 
9, 7, 3, 4, 
17, 5, 3, 6, 
13, 7, 5, 2, 
11, 8, 4, 6, 
5, 10, 5, 3, 
18, 7, 3, 1, 
9, 7, 2, 4, 
9, 3, 2, 3, 
11, 11, 3, 2, 
17, 8, 3, 4, 
12, 13, 3, 2, 
12, 8, 0, 0, 
8, 9, 3, 4, 
10, 12, 1, 8, 
11, 9, 4, 1, 
17, 8, 2, 2, 
2, 9, 3, 1, 
10, 13, 4, 2, 
9, 10, 6, 4, 
5, 3, 5, 2, 
13, 3, 0, 2, 
13, 5, 2, 2, 
10, 6, 1, 1, 
7, 3, 2, 1, 
11, 8, 2, 4, 
9, 8, 1, 3, 
17, 6, 4, 2, 
8, 7, 3, 5, 
11, 8, 3, 3, 
11, 5, 2, 0, 
7, 3, 6, 4, 
